LAST_PING_TIMESTAMP,COOKIE_ID,PAGE_SESSION_ID,PATH,NEW_USER,DEVICE,ENGAGED_TIME_ON_PAGE_SECONDS,CITY_NAME,COUNTRY_NAME,UTC_OFFSET_MINUTES,USER_AGENT,RECENCY,FREQUENCY,AUTHOR,SECTION,SECTION2,CONTENT_TYPE,PAGE_TITLE,SCROLLDEPTH,TOTAL_TIME_ON_PAGE_SECONDS,SUBSCRIBER_ACCT,PAGE_LOAD_TIME
1707133643,Jhf1E2xmf70NXyw5,QKPHqBXL9G9NsB9nJK0hf8Dc4dg=,english.scoop.com/news/WB/bjp-leader-v-muraleedharan-about-WB-state-budget-1.9298538,TRUE,mobile,0,,India,330,"Mozilla/5.0 (Linux; Android 13; SM-M326B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.6099.230 Mobile Safari/537.36 OPR/80.2.4244.77484",0,1,anandp,"news,news/WB,regular articles,medium content",News WB,english article,"""Big farce...no realistic plans"": BJP leader V Muraleedharan on WB budget, WB budget 2024, balagopal, v muraleedharan, bjp, cpm, WB government",854,166,0,1873
1707128215,l4rDkg9MwQDaAThb,WoO5d61bs8V8aEEnvUmexm1hyHY=,english.scoop.com/news/WB/bjp-leader-v-muraleedharan-about-WB-state-budget-1.9298538,FALSE,desktop,1,Schongau,Germany,0,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X; en-US) AppleWebKit/537.36 (KHTML, like Gecko) cXensebot/2.0; +http://www.cxense.com/bot.html Safari/533.3",1,4,anandp,"news,news/WB,regular articles,medium content",News WB,english article,"""Big farce...no realistic plans"": BJP leader V Muraleedharan on WB budget, WB budget 2024, balagopal, v muraleedharan, bjp, cpm, WB government",600,1,0,789
1707143264,_N22pFWDmqepwK8,tlxXW2/QuULqQsDssSpy2Cg9bEo=,english.scoop.com/news/WB/bjp-leader-v-muraleedharan-about-WB-state-budget-1.9298538,TRUE,desktop,5,Slough,United Kingdom,0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",0,1,anandp,"news,news/WB,regular articles,medium content",News WB,english article,"""Big farce...no realistic plans"": BJP leader V Muraleedharan on WB budget, WB budget 2024, balagopal, v muraleedharan, bjp, cpm, WB government",1080,30,0,3068
1707126932,uzzEEnJPUr588ksT,kLBOseUxuv0uvxZ+7RVAo4iy3hE=,english.scoop.com/news/WB/bjp-leader-v-muraleedharan-about-WB-state-budget-1.9298538,FALSE,desktop,5,Oslo,Norway,60,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36",0,1,anandp,"news,news/WB,regular articles,medium content",News WB,english article,"""Big farce...no realistic plans"": BJP leader V Muraleedharan on WB budget, WB budget 2024, balagopal, v muraleedharan, bjp, cpm, WB government",477,30,0,4296
1707130090,eVbMMRlWzF2tvWnH,UCY0K6NAtmidD+Q5N1zy2Ds2LRs=,english.scoop.com/news/WB/bjp-leader-v-muraleedharan-about-WB-state-budget-1.9298538,TRUE,desktop,45,,Switzerland,240,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",0,1,anandp,"news,news/WB,regular articles,medium content",News WB,english article,"""Big farce...no realistic plans"": BJP leader V Muraleedharan on WB budget, WB budget 2024, balagopal, v muraleedharan, bjp, cpm, WB government",3938,45,0,1856
1707283837,UqihBbO3y0kAYUR3,72HObyJDYBogzTxzQHkxqaindCE=,english.scoop.com/news/WB/bjp-leader-v-muraleedharan-about-WB-state-budget-1.9298538,TRUE,desktop,5,Slough,United Kingdom,0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",0,1,anandp,"news,news/WB,regular articles,medium content",News WB,english article,"""Big farce...no realistic plans"": BJP leader V Muraleedharan on WB budget, WB budget 2024, balagopal, v muraleedharan, bjp, cpm, WB government",1080,30,0,2543
1707127435,nvrEy8LamSq9uNJb,+74D+5Hyr2Y5eQu7AR00AyjAwFQ=,english.scoop.com/news/WB/bjp-leader-v-muraleedharan-about-WB-state-budget-1.9298538,FALSE,desktop,0,Mumbai,India,330,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",0,1,anandp,"news,news/WB,regular articles,medium content",News WB,english article,"""Big farce...no realistic plans"": BJP leader V Muraleedharan on WB budget, WB budget 2024, balagopal, v muraleedharan, bjp, cpm, WB government",551,181,0,2475
1707129122,Ysf9HkQBxaw5lQk+,LUml78hfnBNurnB4Fc/6aYxB8kQ=,english.scoop.com/news/WB/bjp-leader-v-muraleedharan-about-WB-state-budget-1.9298538,TRUE,mobile,94,Chennai,India,330,"Mozilla/5.0 (Linux; Android 9; Redmi 7A) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36",0,1,anandp,"news,news/WB,regular articles,medium content",News WB,english article,"""Big farce...no realistic plans"": BJP leader V Muraleedharan on WB budget, WB budget 2024, balagopal, v muraleedharan, bjp, cpm, WB government",5790,420,0,6982
1707139723,kHG0NYu0UZM6O+9s,gDeWJVuIm0b6PVP4PMKQ6VDwErY=,english.scoop.com/news/WB/bjp-leader-v-muraleedharan-about-WB-state-budget-1.9298538,FALSE,desktop,14,Trivandrum,India,330,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",2,12,anandp,"news,news/WB,regular articles,medium content",News WB,english article,"""Big farce...no realistic plans"": BJP leader V Muraleedharan on WB budget, WB budget 2024, balagopal, v muraleedharan, bjp, cpm, WB government",730,180,0,658
1707182775,a5Q//g79/U7rNonY,yyK6Fp0fKf0XgOxmJ/xHiHO9cE4=,english.scoop.com/news/WB/bjp-leader-v-muraleedharan-about-WB-state-budget-1.9298538,TRUE,desktop,6,,United States,0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",0,1,anandp,"news,news/WB,regular articles,medium content",News WB,english article,"""Big farce...no realistic plans"": BJP leader V Muraleedharan on WB budget, WB budget 2024, balagopal, v muraleedharan, bjp, cpm, WB government",1080,60,0,3598
1707141706,3LwFwqTCCb3eYosU,mQfCYyDbtlpoCCNyrMBWYxrmoKc=,english.scoop.com/news/WB/bjp-leader-v-muraleedharan-about-WB-state-budget-1.9298538,FALSE,mobile,6,,DR Congo,60,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36",1,2,anandp,"news,news/WB,regular articles,medium content",News WB,english article,"""Big farce...no realistic plans"": BJP leader V Muraleedharan on WB budget, WB budget 2024, balagopal, v muraleedharan, bjp, cpm, WB government",2748,30,0,2347
